Budget Time ,globalType,Deprec CC,Prefix,projectNo,projectTitle,Comments ,Approval / Changes Notes ,Credit Type ,businessDriver,category,Program ,Factor,businessCase,Status,SPPM,CRB,PD,SME,Approved CAs,Capital,Expense ,Oustand CA? (Y/N),Carry over 2016,"Benefit 
P-Score","Cost/ Effort 
P-Score",Overall P-Score,Total RR 2016,Expend.,2014,2016,2017,2018,2019,2020,2021,TOTAL,Total Estimated Proj. Cost,2014,2015,2016,2017,2018,2019,2020,2021,Total Current Estimate ,Total Estimated Proj. Cost
Initiative ,,,PTQ,98017,PTQ-005 Coremap,"Systematically control all records at Roche, regardless of media format, from initial creation to final disposition.",,N/A,CTT,Improvements and Efficiencies,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,Donna Bloch,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98018,PTQ-xxx PQS: GSP034 - Biologics Cleaning Initiative,,,N/A,QSP,Strategic,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTQ,98019,PTQ-017 GMP Livelink to Condor,"The project includes evaluating and adding new functionality to condor if needed by the business processes currently supported by DocLink and CEDM, migrating data (transactional, master and documents) from GMP LiveLink applications (DocLink, CEDM and BRES) to condor and other repositories, harmonization of document types/units, and decommissioning GMP Livelink when the data migrations are complete.",,N/A,QSP,Improvements and Efficiencies,Multi Product,,,Hold,Melanie Yevilov,TBD,TBD,Donna Bloch,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTQ,98022,PTQ-002 ALEX LES (Lab Execution System) Project,Reduce current challenges around paper management and simplify analyst activities in Biologics and Small Molecules QC labs.,,N/A,CTT,Improvements and Efficiencies,ACCR,,Paperless lab  system to increase iffeciency and ability to meet demand.  ,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98024,PTB-013 Resource Transparency Project,Data will be provided by Danielle Golay,,,TBD,,,,,Canceled,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98026,Launch Capability Program (LCP),,,N/A,QSP,Tech Transfers,Launch and Commercial Excellence,,,Execute,Jim Neeleman,TBD,TBD,TBD,,,,,,,,,3.79,,#REF!,$800k,,,,,,,#REF!,,,,,,,,,$800k,
Initiative ,,,,98027,PCR Based Adventitious Agents,,"Replace all cell-based and growth-based adventitious agents tests with PCR-based detection methods  using the same ?state-of the art?, fully automated Roche platform (MagNA Pure for  nucleic acid purification and LightCycler 480 II for real-time target amplification and  detection)
",,,,,,,Canceled,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98028,CalMan Replacement,,"The project will replace CalMan 4 with the current supportable Blue Mountain Regulatory Asset Manager (BMRAM) version R3 SR3. CalMan 4 is utilized by the Genentech regional sites (SSF, HTO, OCN, VAC, KDC),
& Roche Singapore Technical Operations (RSTO). Both solutions are owned by vendor Blue Mountain Quality
Resources.",N/A,QSP,New Technologies,Reliable,,Calibration software replacement,Execute,TBD,TBD,TBD,Mark Martinez ,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTA,98029,PTA-008 Business Continuity Management,,,N/A,QSP,Stay in Business,ACCR,,,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98031,PTB-016 PDM DS Phase II Project Resource Collection (TL),,,,,,,,,Canceled,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98032,PTQ-035: Automating Non-Routine Sample Management in LIMS,,,N/A,,Improvements and Efficiencies,,,,Hold,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98034,PTS201416-Global Warehouse Capacity Management,Original name PTS201416-Global Logistic Transparency and Capacity,,N/A,QSP,Stay in Business,Multi Product,,,Execute,Melanie Yevilov,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98035,Biologics Commercial DS Investigation Reduction Project,03/10/15 Original name PTB-009 Investigation Free Lots. Changed to current per Melanie's email.,,N/A,QSP,Strategic,Reliable,,"Improvement, root-cause analysis to reduce volume of products held up for investigation. ",Idea,Jim Neeleman,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,,98036,REMIS Pilot,,6/25/2015 SS submitted.,N/A,RTO,New Technologies,Launch Facility,,"Support the global initiative, lead the network for data management inovation and effeciency. Data aggregation and analysis is manual and labor intensive.  All data for validation and process monitoring must be manually compliance check by Quality.",FXNL LT Appr,Deidre Dunham,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98037,PTB-023: Rapid Bioburden Method for Pre-filtration Media,,,N/A,QSP,Stay in Business,Multi Product,,"A rapid bioburden method for pre-filtration media is needed at DS sites to stay within bioburden limits, reduce holds steps, prevent loss of batches and increase reliability of fermentation processes by early detection of contaminated media.",Execute,TBD,TBD,TBD,Mike Russ,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98038,PTB-025: Warehouse Business Continuity Mgt,,,N/A,CTT,Stay in Business,ACCR,,"The NA DS supply network is currently subject to constraints that limit our ability to ransport and store product. In times of crisis or during demand shifts, these limitations increase our risks of not having enough supply and/or not having the right product in the right amoutns in the right places at the right times.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98039,PTB-028: Global Implementation of Anaerobic Bioburden Assay,,,N/A,RTO,Stay in Business,Reliable,,"There have been 9 drug substance investigations related to P. acnes, an aerotolerant anaerobe, within the past ~1.5 years across multiple sites in the network resulting in a multisite significant investigation (DMS# 931144). There is a risk that P. acnes may elude our DS detection systems as it is not typically detected by the aerobic bioburden assay. Detection of these contaminations has occured via 1) mycoplasma test 2) low DO2 alarms or 3) microscopic visual examination (MVE). This has been identified as one of the top 5 cGMP compliance risks for the BIO OU.",Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98040,PTQ-038: Quality Compliance Scorecard (QCS) Phase 2,,,N/A,CTT,Stay in Business,Agile,,Compliance Scorecard is a critical system used by PTQ to track identified issues with potential Health Authority impact. This system is used by all PT sites and provides key compliance metrics to PT LT. This project will focus on improving the system for users by simplifying the workflow and improving the usability. Reports will also be adapted based on the updated workflow.,Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98041,PTQ-041: Simply Core for PT,,,N/A,CTT,New Technologies,ACCR,,"The Simply Core IT project covers the migration of documents to future repositorites meeting the Coremap requirements from LiveLink/ShareWeb (non-validated instances only) and shared drivers (V:, G: Drive). The legacy repository will be decommissioned. Reduction of number of repositories supported by IT and PT and annual cost savings of 4-5.5 mil CHF.",Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98042,PTQ-046: Quality and Compliance Risk roll up,,,N/A,QSP,Stay in Business,Agile,,"Quality and Compliance risks are consolidated and rolled up to different levels of the organization (including PTLT) where business decisions on the top risks including prioritization for resource allocation are made. A simplified, more integrated business process will allow an easier process to collect, consolidate, and report critical Quality and Compliance risks for making these decisions with increased visibility throughout the PT organization.",Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98043,PTQ-050: QC Network Capacity Model,,,N/A,QSP,Strategic,ACCR,,"Insufficient QC capacity has been identified as a #1 PT risk. No standard QC capacity plannning and management model exists across the Bio and SM network. Inputs to existing capacity planning models/tools are compromised by workload volatility, absence of strategies within labs to level this workload and sub-optimal historical averages rather than standard work.",Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98044,PTQ-051: FileNet Replacement Assessment,,,N/A,CTT,Strategic,ACCR,,Project will provide a global scalable image storage solution that will allow the destruction of paper files which reduces the costs and resources needed to maintain paper files.,Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
Initiative ,,,PTB,98045,PTB-022: LER De-Masking,,,N/A,CTT,Stay in Business,ACCR,,,Execute,TBD,TBD,TBD,TBD,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,
OE,,,,99001,SMART: 5 Day PCO Goal,,,,RTO,Strategic,Reliable,,"Enhance multiple product capabilities for partially overlapping campaign modes (attain and maintain ó 5 days PCO, update documentation, define segregation, etc.) by Q2.",Execute,Cary Weisenberger,,,Robert Safarik,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
OE,,,,99002,SMART: Multi Product Segregation,,,,RTO,Tech Transfers,Reliable,,"Enhance multiple product capabilities for partially overlapping campaign modes (attain and maintain ó 5 days PCO, update documentation, define segregation, etc.) by Q2.",Execute,Cary Weisenberger,,,Lou Luna,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
OE,,,,99003,SMART: Asset Replacement Plan,,,,RTO,,Reliable,,"World Class manufacturing is driven by planned, predictable performance.  Asset Replacement Planning ensures the facility is sustainable for its intended purpose.  A thorough and realistic analysis enables short and long term risk analysis and capital planning to support future objectives in the OCN site and network business plan. ",Complete,Cary Weisenberger,,,Carl Hixon ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
OE,,,,99004,SMART: FOS PM Slow Down Assessment,,,,RTO,,Reliable,,"Currently the site has 3 weeks allocated in the master schedule to slow down production to 1.0 run per week (RPW) for 3 weeks each year, with a full shutdown for 1 week every third year, to allow time for routine Preventive Maintenance (PM) activities that cannot be performed during higher run rates.  This results in a potential loss of up to 6 runs per year (up to 15 runs every 3 years).  The exact slow down duration and run rate has not been validated against the planned work to be done to allow for the maximum annual production.",Complete,Cary Weisenberger,,,Tracy Tyler,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
OE,,,,99005,SMART: Spare Parts Stocking Strategy,through 2016,,,RTO,Strategic,Reliable,,"Oceanside is contributing to network targets by increasing plant capacity through DBX activities.  Oceanside needs to be able to consistently deliver product on time, in full at run rates higher than previously demonstrated. If there is an adverse event at the site,  the entire supply chain is in jeopardy.  Spare parts are needed to avoid failure, shutdown, which can impact the supply chain and eventually the supply to the patient.  ",Execute,Cary Weisenberger,,,Carl Hixon ,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,
OE,,,,99006,SMART: Cycle Time Analysis,,,,RTO,Improvements and Efficiencies,Reliable,,OCN SMART goal to attain and sustain operational capability at 3.0 rpw for MRA SC and RIT.,Execute,Cary Weisenberger,,,Mark Baldwin ,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
OE,,,,99007,SMART: Validation Enhancement,,,,RTO,Improvements and Efficiencies,Reliable,,World Class companies build flexible manufacturing to support changing markets.  This facilitates on time and full delivery of the right product to the network at the right time and ultimately to the patient.  Flexible production systems allow quick adjustments to changing needs.,Execute,Cary Weisenberger,,,Amr Ragui ,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
OE,,,,99008,New Worker Cycle Time,,,,QSP,Improvements and Efficiencies,Reliable,,"The Oceanside strategic goals are facilitated by timely arrival of incoming qualified, ready to work people. Complex processes under local, network, and corporate control challenge that timeliness.",Execute,Cary Weisenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99009,Class A Sustainment: Business Process Maintenance,through 2016,,,QSP,Strategic,Agile,A3 Class A Sustainment,"Sustainment of Class A at the site has been a result of the efforts of those that went through certification and inertia. Moving forward, a refresh, maintenance, and update to the site's business processes, related metrics and behavior required to execute will prepare the site to become a launch facility.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99010,Class A Sustainment: Governance Update,through 2016,,,QSP,Strategic,Reliable,,Class A Behaviors and Performance provide a foundation to execute Oceanside?s vision and strategy,Execute,Cary Weisenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99011,Class A Sustainment: Site Refresh,through 2016,,,QSP,Strategic,Agile,A3 Class A Sustainment,"Sustainment of Class A at the site has been a result of the efforts of those that went through certification and inertia. Moving forward, a refresh, maintenance, and update to the site's business processes, related metrics and behavior required to execute will prepare the site to become a launch facility.",Idea,Zaymar Sedra ,,,Cary Weisenberger / Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99012,PIF Development and Engagement,through 2016,,,QSP,Strategic,Agile,A4 Continuous Improvements,There is a need for a distribution of engaged employees with the skill sets to lead and foster a culture of Continuous Improvement. Our leadership has made a commitment to invest in the development of its people that have the attitude and aptitude to become champions of change.,Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99013,OCN IFL Project Portfolio Support,,,,RTO,Strategic,Reliable,,"Production Performance (PP) is the primary reliability measure for the DS manufacturing plants. ÿThe baseline performance analysis of PP showed that Investigation was the primary driver of poor performance. By their nature, Investigations are inherently ?special cause? so to improve overall IFL performance we need to address the major themes at the site with coordinated improvement actions. ÿOCN has IFL improvement as a 2015 strategic goal.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99015,LCP/P2 Process Assessment Support,through 2017,,,QSP,Tech Transfers,Launch Facility,,"A launch facility concept here in OCN is new and untested. We must effectively transition to a launch facility, becoming capable of manufacturing and globally licensing new products while concurrently manufacturing mature commercial products. LCP will help us meet our network wide capacity goals so that we can continue to reliably deliver the pipeline and ensure uninterrupted supply of quality products to our patients.  OE/BPM methods and tools will need to be effectively deployed to maximize LCP and P2 potential.",Idea,Deidre Dunham,,,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99016,Causal Analysis and Human Factor Assesment,,,,RTO,Improvements and Efficiencies,Reliable,,"Discrepancy events have direct cost to Oceanside operations in the form of rework, lost product, and increased lead time. At best, actions to address human error (e.g. retraining or counseling)  may reduce the number of events, but will not prevent occurrence. High, systemic discrepancy rates which conclude human error may be challenged by Health Authorities, posing a risk to maintaining our Right to Operate and ability to Supply Quality Product to patients.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deptartmental,,,L160,74525,CIP Reliability and Efficiency - PI,4/15/16 SciEng and MTS driving (Chris Johnson). SHE - Project identified during SBP Review.,12/1/15 IMPACT retitled from Phosphoric Acid Reduction and determined is a duplicate of Placeholder CIP Improvements.,Individual,RTO,Improvements and Efficiencies,Reliability and Value,,A study to see how we can reduce the phosphoric acid use in the CIP cycle and use WFI rinse only cycles for buffer tanks.,Idea,Jim Neeleman,TBD,Mel Davis,Pierre Luong (TBD),,,,,,,,,0.07,,,$20k,,,,,,$20k,$20k,#REF!,,,,,,,,,
