Budget Time ,globalType,Deprec CC,Prefix,projectNo,projectTitle,Comments ,Approval / Changes Notes ,creditType ,businessDriver,category,Program ,Factor,businessCase,Status,SPPM,CRB,PD,SME,Approved CAs,Capital,Expense ,Oustand CA? (Y/N),Carry over 2016,"Benefit 
P-Score","Cost/ Effort 
P-Score",Overall P-Score,Total RR 2016,Expend.,2014,2016,2017,2018,2019,2020,2021,TOTAL,Total Estimated Proj. Cost,2014,2016,2017,2018,2019,2020,2021,Total Current Estimate ,Total Estimated Proj. Cost
Expense,,,,97067,Lean Implementation,,,Expense,CTT,TBD,Highly Capable Workforce,,Formal implementation of LEAN across business operations as well as manufacturing operations will engrain behaviors to identify and quantifiably eliminate wastes that can be translated to hard dollar savings while building on Class A foundation.,Idea,Melanie Yevilov,TBD,TBD,Jim Szepesy,,,,,,,,$k,,,,,,,,,$k,#REF!,,$85k,$40k,,,,$125k,,,
Expense,,,,97068,Resource Planning and Management Tool,,,Expense,CTT,TBD,Highly Capable Workforce,,"Transparency and clarity on how the site’s workforce supports the business will lead to better prioritization, allocation of resources, and agility to adjust its workforce to support business demands.  
Site projects drive accomplishment of site goals and addressing site priorities. Ensuring appropriate resources are allocated to project related work will help regulate volume of work and ensure priority projects are resourced to be successful.  ",Idea,Melanie Yevilov,TBD,TBD,Melanie Yevilov / Michael Herrler,,,,,,,,$k,,,,,,,,,$k,#REF!,,$85k,$15k,$15k,$15k,,$130k,,,
Expense,,,,97069,Manufacturing Bullpen,,Capital,Expense,QSP,Improvements and Efficiencies,N/A,,,Canceled,N/A,TBD,Alister Hufton,N/A,,,,,,,,$k,,,,,,,,,$k,#REF!,,,,,,,,,,
Expense,,,,97070,Pressure Safety Program Automation - PI,,,Expense,RTO,SHE and K-Directives,Highly Capable Workforce,,,FXNL LT Appr,Melanie Yevilov,Marcus Espinoza,Mel Davis,Nick Loebs,,,,2.7,4.8,11.3,,$k,,,,,,,,,,,,,,,,,,,,
Expense,,,,97071,Pipe Labelling Improvement,SHE Identified Project on 5/9/16,,Expense,RTO,Stay in Business,Highly Capable Workforce,,,FXNL LT Appr,Melanie Yevilov,Marcus Espinoza,Mel Davis,Marcus Espinoza,,,,1.8,1.6,13.3,,$k,,,,,,,,,,,$50k,"$2,050k",,,,,"$2,100k",,,
Expense,,,,97072,Tangential Flow Filtration Cassettes Management,,11/20/15 Automation does not have resources to support project until 2017. Priority projects will be to complete current CAPA and shutdown related projects for 2016.,Expense,RTO,Improvements and Efficiencies,Reliability and Value,,An inspection could bring the problem to surface that not full genealogy is followed for the TFF cassettes which are product contacting. Human error in data input could impact ability to continue production under validated cassettes use.,FXNL LT Appr,Scott Fields,N/A,Juan Pacio,Stephanie Huntress,,,,5.4,1.6,40,,$k,,,,,,,,,$k,#REF!,,"$1,030k",,,,,"$1,030k",,,
Expense,,,,97073,PAIR,,,Expense,QSP,Stay in Business,Reliability and Value,,,Execute,Scott Fields,N/A,Mel Davis,Samuel Calhoun,$k,,,,,,,$k,,,,,,,,,,,"$3,102k","$4,788k",,,,,"$7,891k",,,
Expense,,,,97077,SIP Optimization,,,Expense,TBD,,,,,Idea,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
Expense,,,,97078,CIP Optimization,,,Expense,TBD,,,,,Idea,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
Expense,,,,97079,Integrating Paper Cleaning Logbooks into Automation,,7/20/16 Submitted SS. ,Expense,CTT,Improvements and Efficiencies,Reliability and Value,,"Current paper logbook system requires an admin to create , track, audit and archive logbooks. It is time consuming review both by mfg and SBM management. This project will enable the site to stay in compliance by eliminating logbook loss. Logbook review and audits. It will save money on paper, labor, speed up the access to cleaning info for investigations and OAL trending.
",FXNL LT Appr,Scott Fields,TBD,Alister Hufton,David McGraw,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
Expense,,,,97080,e-Logbooks needed for Autoclaves and Washers in MFG,,,Expense,TBD,,,,,Idea,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
Expense,,N/A,G160,74524,Bioburden 2606 IPA Exhaust Improvement,SHE - Project identified during SBP Review. Might change name to IPA Exhaust Improvement (STARI 16830),6/25/15 Changed to FXNL.,Expense,RTO,SHE and K-Directives,Reliability and Value,,"Over exposure to IPA can lead to major health complications. Currently Roche and OSHA ""Alert"" and ""Action"" levels of exposure have been exceeded.",Execute,Scott Fields,Marcus Espinoza,Mel Davis ,Geoff Wing,$k,,,2.3,1,18,,$k,,,,,,,,,$k,#REF!,$15k,,,,,,$15k,,,
Expense,,,,97081,Hastelloy Colunm Write-Off,,,Expense,QSP,Improvements and Efficiencies,Fit for Purpose,,,Budgeted,Zaymar Sedra,,,,,,,,,N/A,,$k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,$k,,,,,,,,,,,,,,,,,,,,
Expense ,,,,97074,SDGE Rebate ,,,Expense,TBD,Stay in Business,Reliability and Value,,,Execute,Scott Fields,N/A,N/A,N/A,$k,,,,,,,$k,,,,,,,,,$k,#REF!,-$394k,,,,,,-$394k,,,
T3,,,,E,,,,,,,,,,,,,,,,,,,,,,$70k,,"$13,648k","$8,390k","$9,089k","$2,233k",,"$1,775k","$33,360k","$33,430k",#REF!,"$5,566k","$11,370k","$8,287k","$8,366k","$5,134k","$1,836k",#VALUE!,#REF!,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initiative ,,,PTD,98001,CMC Continuum,"Some of the Tier 1 solutions (and resources) endorsed by PTLT will go into 2015. Deliver a clear, transparent, and streamlined CMC lifecycle management process from start of PhIII Development to end of Warranty Period in order to enhance our capabilities to commercialize new products.  In combination with implementation, a realization plan will be developed including the needed shifts in behavior and mindset (WS1 Develop PTx Resource Activity Model to reflect baseline new product commercialization activities across PT, WS2 Create an effective and overlapping handover process from development to commercial for robust and HA acceptable processes, and WS3 Develop designated launch facility(ies) concept and plans)",We need info. Needs SME - MY. Potential fall out from P2.,N/A,QSP,Capacity,Launch Facility,,,Complete,#N/A,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98005,Empower 3 Rollout,6/10/14 Sent email to SME. Waiting for feedback. Network that needs Capital - MY. OCN must purchase 5 HPLCs b/c Emplower 3 not compatible with our current HPLCs which also are approaching end of life.,,N/A,TBD,New Technologies,,,,Hold,,Jessica Justice,TBD,Siu Fai Tsang,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98006,GMP Document Lifecycle - 2014/2015,Create a unified definition / process / procedure to define the overall lifecycle of GMP records.,Network Project. Issues with Resource plan. ,N/A,RTO,Improvements and Efficiencies,Reliable,,,Complete,#N/A,Dona Bloch,TBD,Esther Pohlscheidt,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98009,PTB-006 Material of Construction (MOC) Program (GSP100 Implementation),"Project Addresses New requirements and processes introduced by GSP100
Objective: Fully implement and integrate the MOC Program
Proposed Solution (Deliverable): Develop a phased approach for implementation of GSP100",,N/A,RTO,Stay in Business,Reliability and Value,,,Execute,Scott Fields,TBD,TBD,Carl Hixon ,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98010,PTB-011 Microbial Task Force (GSP085 Implementation) Project,"Revision of Bioburden test methods to align with compendial requirements, including define sample test volumes.
Validation of bioburden method across all sites within scope",,N/A,QSP,Stay in Business,Reliability and Value,,,Hold,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98013,PTB-002 Gentamicin Removal Strategy for Commercial Processes,"""Commercial CHO processes utilizing gentamicin
-Outside of network: Activase (BIP), Xolair (Novartis, shared with VV starting in 4Q 2014)
-Within network: Avastin, Herceptin/Kadcyla, Perjeta, Pulmozyme, Rituxan, TNKase DS (SC/IV formulations and second brands)
Multi-product implementation strategy needs to be defined by end of 2013 and communicated to FDA in a Type C meeting in 1Q 2014
""""Kadcyla - 2015 RSTO
Avastin - 2018 SSF
MabThera/Rituxan - 4Q2014 Samsung; 1-2Q2015 CCP2; 2019 CCP1 (possible that CCP1 might move up pending SC strategy)
Xolair - 4Q2016 CCP1
Activase - 2016 BI
TNKase - 2016 SSF
Herceptin - IP Lonza (IV); 2015 RSTO (SC)
Pulmozyme - 2016 SSF
Perjeta - 2016 CCP1
NOTE: All new TTs will be G-""""""
",,N/A,QSP,Strategic,Reliability and Value,,,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98015,PTB-026 Visual Particulate Standardization,All Biologics -- pilot Herceptin first,07/19/16 Changed name from PRC-xxx Visible Particle Method Standardization to PTB-026 Visual Particulate Standardization.,N/A,TBD,Improvements and Efficiencies,Reliability and Value,,,Idea,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTQ,98017,PTQ-005 Coremap,"Systematically control all records at Roche, regardless of media format, from initial creation to final disposition.",,N/A,CTT,Improvements and Efficiencies,Reliability and Value,,,Complete,Scott Fields,TBD,TBD,Donna Bloch,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTQ,98019,PTQ-017 GMP Livelink to Condor,"The project includes evaluating and adding new functionality to condor if needed by the business processes currently supported by DocLink and CEDM, migrating data (transactional, master and documents) from GMP LiveLink applications (DocLink, CEDM and BRES) to condor and other repositories, harmonization of document types/units, and decommissioning GMP Livelink when the data migrations are complete.",,N/A,QSP,Improvements and Efficiencies,Multi Product,,,Hold,#N/A,TBD,TBD,Donna Bloch,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTQ,98022,PTQ-002 ALEX LES (Lab Execution System) Project,Reduce current challenges around paper management and simplify analyst activities in Biologics and Small Molecules QC labs.,,N/A,CTT,Improvements and Efficiencies,Reliability and Value,,Paperless lab  system to increase iffeciency and ability to meet demand.  ,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98026,Launch Capability Program (LCP),,,N/A,QSP,Tech Transfers,Launch and Commercial Excellence,,,Execute,Jim Neeleman,N/A,N/A,Cindy de los Reyes,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98028,CalMan Replacement,,"The project will replace CalMan 4 with the current supportable Blue Mountain Regulatory Asset Manager (BMRAM) version R3 SR3. CalMan 4 is utilized by the Genentech regional sites (SSF, HTO, OCN, VAC, KDC),
& Roche Singapore Technical Operations (RSTO). Both solutions are owned by vendor Blue Mountain Quality
Resources.",N/A,QSP,New Technologies,Fit for Purpose,,Calibration software replacement,Complete,Zaymar Sedra,TBD,TBD,Mark Martinez ,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTA,98029,PTA-008 Business Continuity Management,,,N/A,QSP,Stay in Business,Reliability and Value,,,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98032,PTQ-035: Automating Non-Routine Sample Management in LIMS,,,N/A,,Improvements and Efficiencies,Reliability and Value,,,Complete,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98034,PTS201416-Global Warehouse Capacity Management,Original name PTS201416-Global Logistic Transparency and Capacity,,N/A,QSP,Stay in Business,Reliability and Value,,,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98035,Biologics Commercial DS Investigation Reduction Project,03/10/15 Original name PTB-009 Investigation Free Lots. Changed to current per Melanie's email.,,N/A,QSP,Strategic,Reliable,,"Improvement, root-cause analysis to reduce volume of products held up for investigation. ",Idea,#N/A,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,,98036,REMIS Pilot,,6/25/2015 SS submitted.,N/A,RTO,New Technologies,Launch and Commercial Excellence,,"Support the global initiative, lead the network for data management inovation and effeciency. Data aggregation and analysis is manual and labor intensive.  All data for validation and process monitoring must be manually compliance check by Quality.",FXNL LT Appr,Jim Neeleman,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98037,PTB-023: Rapid Bioburden Method for Pre-filtration Media,,,N/A,QSP,Stay in Business,Reliability and Value,,"A rapid bioburden method for pre-filtration media is needed at DS sites to stay within bioburden limits, reduce holds steps, prevent loss of batches and increase reliability of fermentation processes by early detection of contaminated media.",Execute,Scott Fields,TBD,TBD,Mike Russ,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98038,PTB-025: Warehouse Business Continuity Mgt,,,N/A,CTT,Stay in Business,Reliability and Value,,"The NA DS supply network is currently subject to constraints that limit our ability to ransport and store product. In times of crisis or during demand shifts, these limitations increase our risks of not having enough supply and/or not having the right product in the right amoutns in the right places at the right times.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98039,PTB-028: Global Implementation of Anaerobic Bioburden Assay,,,N/A,RTO,Stay in Business,Reliability and Value,,"There have been 9 drug substance investigations related to P. acnes, an aerotolerant anaerobe, within the past ~1.5 years across multiple sites in the network resulting in a multisite significant investigation (DMS# 931144). There is a risk that P. acnes may elude our DS detection systems as it is not typically detected by the aerobic bioburden assay. Detection of these contaminations has occured via 1) mycoplasma test 2) low DO2 alarms or 3) microscopic visual examination (MVE). This has been identified as one of the top 5 cGMP compliance risks for the BIO OU.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98040,PTQ-038: Quality Compliance Scorecard (QCS) Phase 2,,,N/A,CTT,Stay in Business,Reliability and Value,,Compliance Scorecard is a critical system used by PTQ to track identified issues with potential Health Authority impact. This system is used by all PT sites and provides key compliance metrics to PT LT. This project will focus on improving the system for users by simplifying the workflow and improving the usability. Reports will also be adapted based on the updated workflow.,Complete,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98041,PTQ-041: Simply Core for PT,,,N/A,CTT,New Technologies,Reliability and Value,,"The Simply Core IT project covers the migration of documents to future repositorites meeting the Coremap requirements from LiveLink/ShareWeb (non-validated instances only) and shared drivers (V:, G: Drive). The legacy repository will be decommissioned. Reduction of number of repositories supported by IT and PT and annual cost savings of 4-5.5 mil CHF.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98042,PTQ-046: Quality and Compliance Risk roll up,,,N/A,QSP,Stay in Business,Reliability and Value,,"Quality and Compliance risks are consolidated and rolled up to different levels of the organization (including PTLT) where business decisions on the top risks including prioritization for resource allocation are made. A simplified, more integrated business process will allow an easier process to collect, consolidate, and report critical Quality and Compliance risks for making these decisions with increased visibility throughout the PT organization.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98043,PTQ-050: QC Network Capacity Model,,,N/A,QSP,Strategic,Reliability and Value,,"Insufficient QC capacity has been identified as a #1 PT risk. No standard QC capacity plannning and management model exists across the Bio and SM network. Inputs to existing capacity planning models/tools are compromised by workload volatility, absence of strategies within labs to level this workload and sub-optimal historical averages rather than standard work.",Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98044,PTQ-051: FileNet Replacement Assessment,,,N/A,CTT,Strategic,Fit for Purpose,,Project will provide a global scalable image storage solution that will allow the destruction of paper files which reduces the costs and resources needed to maintain paper files.,Execute,Zaymar Sedra,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
Initiative ,,,PTB,98045,PTB-022: LER De-Masking,,,N/A,CTT,Stay in Business,Reliability and Value,,,Execute,Scott Fields,TBD,TBD,TBD,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99001,SMART: 5 Day PCO Goal,,,,RTO,Strategic,Reliability and Value,,"Enhance multiple product capabilities for partially overlapping campaign modes (attain and maintain ? 5 days PCO, update documentation, define segregation, etc.) by Q2.",Execute,Scott Fields,,,Robert Safarik,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
OE,,,,99002,SMART: Multi Product Segregation,,,,RTO,Tech Transfers,Reliability and Value,,"Enhance multiple product capabilities for partially overlapping campaign modes (attain and maintain ? 5 days PCO, update documentation, define segregation, etc.) by Q2.",Execute,Scott Fields,,,Lou Luna,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
OE,,,,99003,SMART: Asset Replacement Plan,,,,RTO,,Reliability and Value,,"World Class manufacturing is driven by planned, predictable performance.  Asset Replacement Planning ensures the facility is sustainable for its intended purpose.  A thorough and realistic analysis enables short and long term risk analysis and capital planning to support future objectives in the OCN site and network business plan. ",Complete,Scott Fields,,,Carl Hixon ,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
OE,,,,99004,SMART: FOS PM Slow Down Assessment,,,,RTO,,Reliability and Value,,"Currently the site has 3 weeks allocated in the master schedule to slow down production to 1.0 run per week (RPW) for 3 weeks each year, with a full shutdown for 1 week every third year, to allow time for routine Preventive Maintenance (PM) activities that cannot be performed during higher run rates.  This results in a potential loss of up to 6 runs per year (up to 15 runs every 3 years).  The exact slow down duration and run rate has not been validated against the planned work to be done to allow for the maximum annual production.",Complete,Scott Fields,,,Tracy Tyler,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
OE,,,,99005,SMART: Spare Parts Stocking Strategy,through 2016,,,RTO,Strategic,Reliability and Value,,"Oceanside is contributing to network targets by increasing plant capacity through DBX activities.  Oceanside needs to be able to consistently deliver product on time, in full at run rates higher than previously demonstrated. If there is an adverse event at the site,  the entire supply chain is in jeopardy.  Spare parts are needed to avoid failure, shutdown, which can impact the supply chain and eventually the supply to the patient.  ",Execute,Scott Fields,,,Carl Hixon ,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
OE,,,,99006,SMART: Cycle Time Analysis,,,,RTO,Improvements and Efficiencies,Reliability and Value,,OCN SMART goal to attain and sustain operational capability at 3.0 rpw for MRA SC and RIT.,Execute,Scott Fields,,,Mark Baldwin ,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
OE,,,,99007,SMART: Validation Enhancement,,,,RTO,Improvements and Efficiencies,Reliability and Value,,World Class companies build flexible manufacturing to support changing markets.  This facilitates on time and full delivery of the right product to the network at the right time and ultimately to the patient.  Flexible production systems allow quick adjustments to changing needs.,Execute,Scott Fields,,,Amr Ragui ,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
OE,,,,99008,New Worker Cycle Time,,,,QSP,Improvements and Efficiencies,Reliability and Value,,"The Oceanside strategic goals are facilitated by timely arrival of incoming qualified, ready to work people. Complex processes under local, network, and corporate control challenge that timeliness.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99009,Class A Sustainment: Business Process Maintenance,through 2016,,,QSP,Strategic,Reliability and Value,A3 Class A Sustainment,"Sustainment of Class A at the site has been a result of the efforts of those that went through certification and inertia. Moving forward, a refresh, maintenance, and update to the site's business processes, related metrics and behavior required to execute will prepare the site to become a launch facility.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99010,Class A Sustainment: Governance Update,through 2016,,,QSP,Strategic,Reliability and Value,,Class A Behaviors and Performance provide a foundation to execute Oceanside’s vision and strategy,Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99011,Class A Sustainment: Site Refresh,through 2016,,,QSP,Strategic,Reliability and Value,A3 Class A Sustainment,"Sustainment of Class A at the site has been a result of the efforts of those that went through certification and inertia. Moving forward, a refresh, maintenance, and update to the site's business processes, related metrics and behavior required to execute will prepare the site to become a launch facility.",Idea,Scott Fields,,,Cary Weisenberger / Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99012,PIF Development and Engagement,through 2016,,,QSP,Strategic,Reliability and Value,A4 Continuous Improvements,There is a need for a distribution of engaged employees with the skill sets to lead and foster a culture of Continuous Improvement. Our leadership has made a commitment to invest in the development of its people that have the attitude and aptitude to become champions of change.,Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99013,OCN IFL Project Portfolio Support,,,,RTO,Strategic,Reliability and Value,,"Production Performance (PP) is the primary reliability measure for the DS manufacturing plants.  The baseline performance analysis of PP showed that Investigation was the primary driver of poor performance. By their nature, Investigations are inherently “special cause” so to improve overall IFL performance we need to address the major themes at the site with coordinated improvement actions.  OCN has IFL improvement as a 2015 strategic goal.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99015,LCP/P2 Process Assessment Support,through 2017,,,QSP,Tech Transfers,Reliability and Value,,"A launch facility concept here in OCN is new and untested. We must effectively transition to a launch facility, becoming capable of manufacturing and globally licensing new products while concurrently manufacturing mature commercial products. LCP will help us meet our network wide capacity goals so that we can continue to reliably deliver the pipeline and ensure uninterrupted supply of quality products to our patients.  OE/BPM methods and tools will need to be effectively deployed to maximize LCP and P2 potential.",Idea,Scott Fields,,,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OE,,,,99016,Causal Analysis and Human Factor Assesment,,,,RTO,Improvements and Efficiencies,Reliability and Value,,"Discrepancy events have direct cost to Oceanside operations in the form of rework, lost product, and increased lead time. At best, actions to address human error (e.g. retraining or counseling)  may reduce the number of events, but will not prevent occurrence. High, systemic discrepancy rates which conclude human error may be challenged by Health Authorities, posing a risk to maintaining our Right to Operate and ability to Supply Quality Product to patients.",Execute,Scott Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,#REF!,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deptartmental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deptartmental,,,L160,74525,CIP Reliability and Efficiency - PI,4/15/16 SciEng and MTS driving (Chris Johnson). SHE - Project identified during SBP Review.,12/1/15 IMPACT retitled from Phosphoric Acid Reduction and determined is a duplicate of Placeholder CIP Improvements.,Individual,RTO,Improvements and Efficiencies,Reliability and Value,,A study to see how we can reduce the phosphoric acid use in the CIP cycle and use WFI rinse only cycles for buffer tanks.,Idea,Scott Fields,TBD,Mel Davis,Pierre Luong (TBD),,,,,,,0.07,,,,,,,,,,$k,#REF!,,,,,,,,,,
